2022-03-12 13:05:16+00:00,1502631813961097218,"b'RT @AIFoundation: #Inspiringstory of a small village and its Gram Pradhan, Mr. Virendra Yadav, who along with AIF worked tirelessly to rais\xe2\x80\xa6'"
2022-03-12 08:31:07+00:00,1502562819606302727,b'3th COVID 19 booster vaccination.\nPure Pfizer COVID 19 vaccine now.\nBy @pfizerinc\n#Pfizer #PfizerVaccine\xe2\x80\xa6 https://t.co/nsosa7Go5n'
2022-03-12 04:27:06+00:00,1502501414349656065,b'Pandemic 101: Essential facts and myths about COVID-19 https://t.co/EelfzVBhIs via @CTVNews #COVID19 #COVID_19\xe2\x80\xa6 https://t.co/DERc3EIAIO'
2022-03-12 04:17:47+00:00,1502499068815175684,"b""Unvaccinated MLB players won't be paid for missed games in Canada https://t.co/GFyJIJda8s #COVID19 #COVID_19\xe2\x80\xa6 https://t.co/vW258kpaQi"""
2022-03-12 04:17:25+00:00,1502498974871089153,"b""Unvaccinated MLB players won't be allowed into Canada to play Blue Jays | CBC Sports https://t.co/Wd0461Ib4p\xe2\x80\xa6 https://t.co/R88XGq7ZdO"""
2022-03-12 03:48:02+00:00,1502491582720786437,b'#COVID19Vaccination #COVID19 We arn\xe2\x80\x99t fully safe with #coronavirus #vaccine as #virus changes itself. World needs w\xe2\x80\xa6 https://t.co/hFa6Cx6KDu'
2022-03-11 23:01:04+00:00,1502419363411939331,b'#COVID19Vaccination #COVID19 We arn\xe2\x80\x99t fully safe with #coronavirus #vaccine as #virus changes itself. World needs w\xe2\x80\xa6 https://t.co/snFxeGA7UW'
2022-03-11 17:55:32+00:00,1502342473066102788,"b""RT @NYGH_News: \xf0\x9f\x93\xa2 Don't miss this #COVID19 vaccine clinic happening at Yonge Sheppard Centre today! \xf0\x9f\x93\xa2 \n\xe2\x9c\x94\xef\xb8\x8f All ages (5+ years)\n\xe2\x9c\x94\xef\xb8\x8f 1PM - 8PM\xe2\x80\xa6"""
2022-03-11 17:52:36+00:00,1502341734641987586,"b'As the pandemic evolves, so do workplace vaccination policies. Stay up to date on recent changes by checking out Ro\xe2\x80\xa6 https://t.co/2ERoRXlmAA'"
2022-03-11 17:27:02+00:00,1502335303171903500,b'We have #COVID19Vaccination going on with #CovidVaccine but NEW strains Re emerging like #COVID19India They R deadl\xe2\x80\xa6 https://t.co/tN6InRZTKn'
2022-03-11 17:21:29+00:00,1502333904333811721,"b""RT @NYGH_News: \xf0\x9f\x93\xa2 Don't miss this #COVID19 vaccine clinic happening at Yonge Sheppard Centre today! \xf0\x9f\x93\xa2 \n\xe2\x9c\x94\xef\xb8\x8f All ages (5+ years)\n\xe2\x9c\x94\xef\xb8\x8f 1PM - 8PM\xe2\x80\xa6"""
2022-03-11 17:15:02+00:00,1502332283201765376,"b""\xf0\x9f\x93\xa2 Don't miss this #COVID19 vaccine clinic happening at Yonge Sheppard Centre today! \xf0\x9f\x93\xa2 \n\xe2\x9c\x94\xef\xb8\x8f All ages (5+ years)\n\xe2\x9c\x94\xef\xb8\x8f 1P\xe2\x80\xa6 https://t.co/IYOwItU5ZZ"""
2022-03-11 16:28:26+00:00,1502320554153582595,b'#cprtraining #aed #houston #houstonbusiness #medicalbilling #medicaleducation #omicron #covid19vaccination #covid\xe2\x80\xa6 https://t.co/zasjnlzliB'
2022-03-11 16:27:33+00:00,1502320332790771716,b'#cprtraining #aed #houston #houstonbusiness #medicalbilling #medicaleducation #omicron #covid19vaccination #covid\xe2\x80\xa6 https://t.co/EZPvAqL8Kg'
2022-03-11 16:26:58+00:00,1502320186090737667,b'#cprtraining #aed #houston #houstonbusiness #medicalbilling #medicaleducation #omicron #covid19vaccination #covid\xe2\x80\xa6 https://t.co/LaCLD9wPee'
2022-03-11 12:44:11+00:00,1502264120271417352,"b'RT @VisionTomorrow1: Vision Tomorrow mobile vaccination teams reached 10,000+ vaccinations in Peshawar and Nowsehra districts within 2 mont\xe2\x80\xa6'"
2022-03-11 12:41:01+00:00,1502263324716716033,b'RT @MoMoDdotcom: I left Ireland to go back home to NY yesterday. Even restaurants required covid proof. Get it together USA!! ##GetVaccinat\xe2\x80\xa6'
2022-03-11 11:08:03+00:00,1502239927559405571,"b'RT @VisionTomorrow1: Vision Tomorrow mobile vaccination teams reached 10,000+ vaccinations in Peshawar and Nowsehra districts within 2 mont\xe2\x80\xa6'"
2022-03-11 10:21:45+00:00,1502228274621124609,"b'Vision Tomorrow mobile vaccination teams reached 10,000+ vaccinations in Peshawar and Nowsehra districts within 2 m\xe2\x80\xa6 https://t.co/Fq5U69eGMY'"
2022-03-11 06:41:12+00:00,1502172773971800073,b'Covid 19 : A Sordid Series Globally And Locally! #Covid19 #Omicron #Covid19Vaccination #Mauritius\nhttps://t.co/PLmIC9wTn0'
2022-03-11 04:34:55+00:00,1502140991997820929,"b'RT @AIFoundation: #Inspiringstory of a small village and its Gram Pradhan, Mr. Virendra Yadav, who along with AIF worked tirelessly to rais\xe2\x80\xa6'"
2022-03-11 02:42:20+00:00,1502112661118488581,"b'RT @AIFoundation: #Inspiringstory of a small village and its Gram Pradhan, Mr. Virendra Yadav, who along with AIF worked tirelessly to rais\xe2\x80\xa6'"
2022-03-11 00:22:45+00:00,1502077530999689217,b'RT @BGCMLA: Join us on Feb 22 for the #VaccinateWatts Campaign launch! Help us to increase the Watts #Covid19Vaccination rate to 75% by Mar\xe2\x80\xa6'
2022-03-10 19:38:05+00:00,1502005891918446599,b'RT @ReumatologiaJ: A rare case of #COVID19vaccination -associated anti-Jo-1 syndrome in a 46-year-old female.  The  patient received a seco\xe2\x80\xa6'
2022-03-10 18:19:34+00:00,1501986135207133184,"b""What is an 'adverse event?' Inside the recently released report on Pfizer's COVID-19 vaccine\xe2\x80\xa6 https://t.co/EiFALQxJip"""
2022-03-10 17:07:43+00:00,1501968050937122818,b'NEW PFIZER REPORT 2022 | A WORD FROM PRINCE https://t.co/dMiikqqDQj #Wuhan #covid19 #covid19vaccine\xe2\x80\xa6 https://t.co/vEwm6gAso3'
2022-03-10 15:17:02+00:00,1501940197663010820,"b'#India\xe2\x80\x99s #COVID19vaccination coverage has crossed 179.69 Crore (1,79,69,92,789) today. More than 14 lakh (14,74,342\xe2\x80\xa6 https://t.co/Wz47OKElXB'"
2022-03-10 13:22:12+00:00,1501911299655151622,b'RT @ReumatologiaJ: A rare case of #COVID19vaccination -associated anti-Jo-1 syndrome in a 46-year-old female.  The  patient received a seco\xe2\x80\xa6'
2022-03-10 11:10:23+00:00,1501878124576923649,b'RT @BedfordTweets: Thanks to the SEVA Trust for holding their #COVID19Vaccination awareness session at Gurudwara Sahib. Their next session\xe2\x80\xa6'
2022-03-10 11:01:39+00:00,1501875926782590977,b'Thanks to the SEVA Trust for holding their #COVID19Vaccination awareness session at Gurudwara Sahib. Their next ses\xe2\x80\xa6 https://t.co/jXzPhU3MUb'
2022-03-10 09:09:06+00:00,1501847603113299970,"b""Are mandatory #covid #vaccines acceptable in the workplace? You can still register for today's event at 5pm to gain\xe2\x80\xa6 https://t.co/hQ4qHtuXrd"""
2022-03-10 08:53:32+00:00,1501843687684579329,"b'#Inspiringstory of a small village and its Gram Pradhan, Mr. Virendra Yadav, who along with AIF worked tirelessly t\xe2\x80\xa6 https://t.co/37TNcR3i4D'"
2022-03-10 07:46:10+00:00,1501826734555074561,"b'RT @HFWOdisha: With successful #COVID19Vaccination &amp; full immunisation coverage of 90.5% population, #Odisha has topped the list in the Nat\xe2\x80\xa6'"
2022-03-10 05:37:02+00:00,1501794235284078593,b'#COVID19Vaccination #COVID19 We arn\xe2\x80\x99t fully safe with #coronavirus #vaccine as #virus changes itself. World needs w\xe2\x80\xa6 https://t.co/C3Ik3ScPAX'
2022-03-10 02:22:48+00:00,1501745357062950913,b'COVID-19: Fewer than 900 first doses of COVID-19 vaccine administered over past day https://t.co/bGpUkMW6PW via\xe2\x80\xa6 https://t.co/35NDjWkdkD'
2022-03-10 01:55:37+00:00,1501738516195074055,"b'PM #NarendraModi chairs high-level meeting to review #COVID19 situation, #Vaccination drive status\xe2\x80\xa6 https://t.co/FjiA7vB7Yb'"
2022-03-10 00:51:01+00:00,1501722258246709256,b'#COVID19Vaccination #COVID19 We arn\xe2\x80\x99t fully safe with #coronavirus #vaccine as #virus changes itself. World needs w\xe2\x80\xa6 https://t.co/sOkNIlFrmE'
2022-03-09 17:30:33+00:00,1501611408710004744,b'How COVID-19 vaccine protects your child from COVID-19. Sunset Health continues to offer COVID-19 Vaccines for chil\xe2\x80\xa6 https://t.co/2W9AwTfkoY'
